2025-09-25 18:59:34 | INFO  | [http] Starting server on :8282/
2025-09-25 19:16:32 | ERROR | [repair] Error running repair error="job cancelled"
2025-09-25 19:17:00 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": read tcp [::1]:41876->[::1]:5572: read: connection reset by peer" provider=realdebrid
2025-09-25 19:17:00 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": dial tcp [::1]:5572: connect: connection refused" provider=torbox
2025-09-25 19:17:00 | WARN  | [rclone] Failed to send interrupt signal, using kill error="os: process already finished"
2025-09-25 19:17:00 | ERROR | [rclone] Failed to kill rclone process error="os: process already finished"
2025-09-25 19:17:23 | ERROR | [repair] Mount check failed for radarr error="file /movies/Sinners (2025)/Sinners (2025).mkv does not exist, skipping repair"
2025-09-25 19:17:23 | ERROR | [repair] Error repairing radarr error="mount check failed: file /movies/Sinners (2025)/Sinners (2025).mkv does not exist, skipping repair"
2025-09-25 19:17:23 | ERROR | [repair] Error running repair error="job cancelled"
2025-09-25 19:17:46 | ERROR | [repair] Mount check failed for radarr error="file /movies/Sinners (2025)/Sinners (2025).mkv does not exist, skipping repair"
2025-09-25 19:17:46 | ERROR | [repair] Error repairing radarr error="mount check failed: file /movies/Sinners (2025)/Sinners (2025).mkv does not exist, skipping repair"
2025-09-25 19:17:46 | ERROR | [repair] Error running repair error="job cancelled"
2025-09-25 19:21:24 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": read tcp [::1]:59648->[::1]:5572: read: connection reset by peer" provider=realdebrid
2025-09-25 19:21:24 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": dial tcp [::1]:5572: connect: connection refused" provider=torbox
2025-09-25 19:21:24 | WARN  | [rclone] Failed to send interrupt signal, using kill error="os: process already finished"
2025-09-25 19:21:24 | ERROR | [rclone] Failed to kill rclone process error="os: process already finished"
2025-09-25 19:22:09 | ERROR | [repair] Mount check failed for radarr error="file /movies/Sinners (2025)/Sinners (2025).mkv does not exist, skipping repair"
2025-09-25 19:22:09 | ERROR | [repair] Error repairing radarr error="mount check failed: file /movies/Sinners (2025)/Sinners (2025).mkv does not exist, skipping repair"
2025-09-25 19:22:09 | ERROR | [repair] Error running repair error="job cancelled"
2025-09-25 19:44:39 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-25 19:54:52 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-25 19:55:10 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-25 19:55:18 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-25 19:55:25 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-25 19:59:55 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-25 20:00:07 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-25 20:00:07 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-25 20:00:17 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-25 20:00:17 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-25 20:00:32 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-25 20:37:58 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-25 20:37:58 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-25 20:38:07 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-25 20:38:14 | ERROR | [realdebrid] Error syncing account Astrex error="error checking account Astrex: Get \"https://api.real-debrid.com/rest/1.0/user\": EOF"
2025-09-25 21:00:39 | ERROR | [realdebrid] Error syncing account Astrex error="error checking account Astrex: Get \"https://api.real-debrid.com/rest/1.0/user\": unexpected EOF"
2025-09-25 22:09:11 | ERROR | [realdebrid-webdav] Failed to get torrents error="context deadline exceeded (Client.Timeout or context cancellation while reading body)"
2025-09-26 07:25:02 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 07:25:04 | ERROR | [realdebrid] Error syncing account Astrex error="error checking account Astrex: Get \"https://api.real-debrid.com/rest/1.0/user\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 07:25:04 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000&offset=567\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 07:25:17 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 07:25:17 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 08:29:23 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 08:29:24 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 08:29:32 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 08:29:32 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 08:34:37 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": EOF"
2025-09-26 08:35:24 | ERROR | [torbox-webdav] Failed to get torrents error="reading response body: context deadline exceeded (Client.Timeout or context cancellation while reading body)"
2025-09-26 08:44:29 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": EOF"
2025-09-26 08:44:44 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": EOF"
2025-09-26 08:45:47 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": EOF"
2025-09-26 08:48:24 | ERROR | [realdebrid-webdav] Failed to get torrents error="context deadline exceeded (Client.Timeout or context cancellation while reading body)"
2025-09-26 08:49:24 | ERROR | [torbox-webdav] Failed to get torrents error="reading response body: context deadline exceeded (Client.Timeout or context cancellation while reading body)"
2025-09-26 08:50:27 | ERROR | [torbox-webdav] Failed to process new torrent 4342787 error="failed to update torrent: HTTP error 403: {\"success\":false,\"error\":\"AUTH_ERROR\",\"detail\":\"An error occurred while verifying your token. Please try again.\",\"data\":null}"
2025-09-26 09:06:39 | ERROR | [torbox-webdav] Failed to get torrents error="HTTP error 403: {\"success\":false,\"error\":\"AUTH_ERROR\",\"detail\":\"An error occurred while verifying your token. Please try again.\",\"data\":null}"
2025-09-26 10:15:31 | ERROR | [realdebrid] Error syncing account Astrex error="error checking account Astrex: Get \"https://api.real-debrid.com/rest/1.0/user\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:15:47 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:15:48 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:16:02 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:16:02 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:16:18 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:16:19 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:16:32 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:16:32 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:16:49 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:16:50 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:16:50 | ERROR | [torbox] Failed to make request to Torbox API error="Get \"https://api.torbox.app/v1/api/torrents/requestdl/?file_id=2&token=a38c94d2-25a2-4868-8060-cc8741858391&torrent_id=4323130\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving" file_id=2 torrent_id=4323130
2025-09-26 10:16:50 | ERROR | [torbox] Failed to make request to Torbox API error="Get \"https://api.torbox.app/v1/api/torrents/requestdl/?file_id=5&token=a38c94d2-25a2-4868-8060-cc8741858391&torrent_id=4323130\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving" file_id=5 torrent_id=4323130
2025-09-26 10:16:50 | ERROR | [torbox] Failed to make request to Torbox API error="Get \"https://api.torbox.app/v1/api/torrents/requestdl/?file_id=3&token=a38c94d2-25a2-4868-8060-cc8741858391&torrent_id=4323130\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving" file_id=3 torrent_id=4323130
2025-09-26 10:16:58 | ERROR | [torbox] Failed to make request to Torbox API error="Get \"https://api.torbox.app/v1/api/torrents/requestdl/?file_id=3&token=a38c94d2-25a2-4868-8060-cc8741858391&torrent_id=4323130\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving" file_id=3 torrent_id=4323130
2025-09-26 10:16:58 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:16:58 | ERROR | [torbox] Failed to make request to Torbox API error="Get \"https://api.torbox.app/v1/api/torrents/requestdl/?file_id=2&token=a38c94d2-25a2-4868-8060-cc8741858391&torrent_id=4323130\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving" file_id=2 torrent_id=4323130
2025-09-26 10:16:58 | ERROR | [torbox] Failed to make request to Torbox API error="Get \"https://api.torbox.app/v1/api/torrents/requestdl/?file_id=5&token=a38c94d2-25a2-4868-8060-cc8741858391&torrent_id=4323130\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving" file_id=5 torrent_id=4323130
2025-09-26 10:17:02 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:17:19 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:17:20 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:17:32 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:17:32 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:17:50 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:17:51 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:18:02 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:18:02 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:18:20 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:18:21 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:18:32 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:18:32 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:18:51 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:18:52 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:19:02 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:19:02 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:19:22 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:19:22 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:19:32 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:19:32 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:19:52 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:19:53 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:20:02 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:20:02 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:20:23 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:20:24 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:20:31 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:20:31 | ERROR | [realdebrid] Error syncing account Astrex error="error checking account Astrex: Get \"https://api.real-debrid.com/rest/1.0/user\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:20:32 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:20:53 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:20:54 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:21:02 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:21:24 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:21:25 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:21:55 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:21:55 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:22:17 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:22:25 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:22:32 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:22:47 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:22:47 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:23:02 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:23:02 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:23:17 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:23:17 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:23:32 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:23:33 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:23:47 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
